,rank,score,title,type,genres,episodes,producers,trailer,image,description
4050,4051,7.01,Yankee-kun na Yamada-kun to Megane-chan to Majo,Special,"['Avant Garde', 'Horror', 'Supernatural']",1,['add some'],https://www.youtube.com/embed/kPDIRQNciVo?enablejsapi=1&wmode=opaque&autoplay=1,https://cdn.myanimelist.net/images/anime/2/73639.jpg,"The official website for the Yamada-kun and the Seven Witches television anime series revealed on Sunday that the anime's first Blu-ray Disc and DVD box sets will include a Yankee-kun to Megane-chan collaborative manga and anime. 

(Source: ANN)"
4051,4052,7.01,Yuuna and the Haunted Hot Springs,TV,"['Comedy', 'Romance', 'Supernatural', 'Ecchi']",12,"['Aniplex', 'Shueisha', 'BS11']",https://www.youtube.com/embed/OfzdwmG3Vks?enablejsapi=1&wmode=opaque&autoplay=1,https://cdn.myanimelist.net/images/anime/1462/98802.jpg,"Once a hot springs inn, now a boarding house with extraordinarily cheap rent, Yuragi-sou is virtually uninhabited save for a few peculiar residents. As rumor has it, it is haunted by a vile ghost which scares away all potential tenants. Therefore, it is the perfect refuge for Fuyuzora Kogarashi—a broke, homeless psychic seeking an affordable roof to stay under and ghosts to exorcise.

Kogarashi prepares for a face-off against the ghost, only to find out it is not as malicious as the rumors made it out to be. Instead, it is the ghost of a beautiful, silver-haired girl whose only recollection of her life before death is her name: Yuuna. Even more baffling is that the other tenants of Yuragi-sou not only are able to see Yuuna as well, but each has their own supernatural ability.

Amidst the chaos caused by his quirky fellow residents, Kogarashi attempts to uncover the regret that keeps Yuuna anchored to the world of the living, lest she become an evil spirit sentenced to spend her afterlife in hell.

[Written by MAL Rewrite]"
4052,4053,7.01,Yuki Yuna is a Hero: A Sunny Place,Special,"['Drama', 'Fantasy']",1,['add some'],,https://cdn.myanimelist.net/images/anime/7/89061.jpg,A recap episode of the original series made to connect Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou to the sequel series Yuuki Yuuna wa Yuusha de Aru: Yuusha no Shou.
4053,4054,7.01,Ze Tian Ji 4th Season,ONA,"['Action', 'Adventure', 'Fantasy']",12,"['Tencent Penguin Pictures', 'China Literature Limited']",,https://cdn.myanimelist.net/images/anime/1918/93515.jpg,The fourth season of Ze Tian Ji.
4054,4055,7.01,Thousands of worlds,ONA,"['Action', 'Adventure', 'Fantasy']",26,['Youku'],https://www.youtube.com/embed/zR_2SPw2zV4?enablejsapi=1&wmode=opaque&autoplay=1,https://cdn.myanimelist.net/images/anime/1278/126344.jpg,"Teenage boy Lin Fei was unable to practice martial arts due to a defect in his meridians. After witnessing his master and his best friend die in the battle in the Black Abyss, he began to practice an ancient art of artifact refinement. He vowed to avenge them and hunt down the leader of the Black Abyss, even if it cost him his own life. A mysterious power revived him in a new era, and Lin Fei was determined to rebuild his sect and make it flourish.

(Source: Narul Donghua)"
4055,4056,7.01,Zombie-Loan,Special,"['Action', 'Horror', 'Supernatural']",2,"['Nihon Ad Systems', 'XEBEC M2']",,https://cdn.myanimelist.net/images/anime/7/25890.jpg,The series was originally planned to be 20+ episodes but was cut short due to unknown circumstances. These specials released on the 7th DVD volume continue the story.
4056,4057,7.0,ViVid Strike!,Special,"['Action', 'Drama']",12,"['KlockWorx', 'Sony Music Communications', 'Glovision', 'King Records']",https://www.youtube.com/embed/Yq5ILlY1UGQ?enablejsapi=1&wmode=opaque&autoplay=1,https://cdn.myanimelist.net/images/anime/2/82015.jpg,"Raised in the same orphanage, Fuuka and Rinne were once close friends but parted company after a quarrel that ended with Rinne overwhelming Fuuka with her martial art skills. Fuuka lived a life of poverty after leaving the orphanage. An accidental encounter with renowned martial arts champion Einhald Stratos revealed Fuuka's hidden talent for fighting. Einhald offered Fuuka a job and coaching, encouraging her to meet up with Rinne again—in a ring.

(Source: ANN)"
4057,4058,7.0,"WataMote: No Matter How I Look At It, It's You Guys' Fault I'm Not Popular!",TV,"['Action', 'Drama']",12,"['TV Tokyo', 'Media Factory', 'MediaNet', 'AT-X', 'DAX Production', 'Sony Music Communications', 'Bushiroad', 'Good Smile Company', 'NichiNare']",https://www.youtube.com/embed/IJjsjU0Dwpo?enablejsapi=1&wmode=opaque&autoplay=1,https://cdn.myanimelist.net/images/anime/12/51619.jpg,"After living 50 simulated high school lives and dating over 100 virtual boys, Tomoko Kuroki believes that she is ready to conquer her first year of high school. Little does she know that she is much less prepared than she would like to think. In reality, Tomoko is an introverted and awkward young girl, and she herself is the only one who doesn't realize it! With the help of her best friend, Yuu Naruse, and the support and love of her brother Tomoki, Tomoko attempts to brave the new world of high school life.

Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui! chronicles the life of a socially awkward and relatively friendless high school otaku as she attempts to overcome her personal barriers in order to live a fulfilling life.

[Written by MAL Rewrite]"
4058,4059,7.0,Rakshasa Street,ONA,"['Action', 'Supernatural']",5,['add some'],https://www.youtube.com/embed/mHGxV4xgZ84?enablejsapi=1&wmode=opaque&autoplay=1,https://cdn.myanimelist.net/images/anime/1313/108316.jpg,First half of the second season of Zhen Hun Jie.
4059,4060,7.0,Area 88 (TV),TV,"['Action', 'Drama', 'Romance']",12,['TV Asahi'],,https://cdn.myanimelist.net/images/anime/9/75571.jpg,"Deep in the sandy plains of the Middle Eastern kingdom of Asran, Japanese photojournalist Makoto Shinjou travels to the remote airbase Area 88 to document the activities of the mercenaries who destroy the country's enemies for a living. Among their ranks is Shin Kazama, a Japanese ace pilot who was tricked by his former best friend into signing a contract with the Asran's fighter squad. Because of this, he lost his career as an airline pilot and the chance to marry his fiancee Ryoko Tsugumo. Now, Shin has three choices in order to leave Area 88 and return to Japan: serve the mercenary group for three years, earn US$1.5 million, or desert the base, risking imminent death.

(Source: ANN)"
4060,4061,7.0,Armitage III,OVA,"['Action', 'Adventure', 'Romance', 'Sci-Fi']",4,['Pioneer LDC'],,https://cdn.myanimelist.net/images/anime/1398/94072.jpg,"The year is 2046. Detective Ross Sylibus is transferred to Mars when a country singer on her flight is murdered. Making matters more complicated is that the singer is a ""Third""—a robot that looks and feels like a human. Sylibus is partnered with Armitage—a beautiful female cop with a bad attitude. As they investigate the murder of the singer and other women on Mars, they uncover a conspiracy that can have them both killed by the Martian government.

(Source: ANN) "
4061,4062,7.0,Arslan Senki (TV) Gaiden,OVA,"['Adventure', 'Fantasy']",2,['add some'],,https://cdn.myanimelist.net/images/anime/1219/96314.jpg,"It has been announced that Hiromu Arakawa's Arslan Senki manga will bundle OVAs in the fifth and sixth volumes, to be released on May 9 and November 9 respectively. The first OVA will include an original story supervised by Hiromu Arakawa, while the content of the second OVA has not been announced yet."
4062,4063,7.0,Astro Boy (2003),TV,"['Action', 'Adventure', 'Sci-Fi']",50,"['Sony Pictures Entertainment', 'Dentsu', 'Mill Creek Entertainment']",https://www.youtube.com/embed/4siURpOGK3s?enablejsapi=1&wmode=opaque&autoplay=1,https://cdn.myanimelist.net/images/anime/1611/94026.jpg,"At the Ministry of Science, fervent Professor Ochanomizu alongside his coworkers strive to reactivate Atom—the first robot with a human heart. Atom is the masterpiece of enigmatic Professor Umatarou Tenma, who built the android to replace his deceased son Tobio. However, while Tenma inexplicably shut down his brainchild and disappeared, Ochanomizu refuses to let such a major breakthrough in science go to waste.

Despite having the appearance of a nine-year-old, Atom not only possesses incredible strength and intelligence, but he is also endowed with a remarkable conscience and compassion that rivals humans. Sadly, the mechanical boy soon faces rejection and learns that not everyone is as welcoming as Ochanomizu. Although automatons have integrated into society, they are accepted only as tools and even seen as an upcoming threat to mankind's dominion.

Dreaming of a world where people and robots can prosper together, Atom dedicates his existence to protecting the lives of both and inspiring them to form genuine bonds.

[Written by MAL Rewrite]
"
4063,4064,7.0,Chain Chronicle: The Light of Haecceitas Part 1,Movie,"['Action', 'Adventure', 'Fantasy']",1,"['flying DOG', 'Slow Curve', 'Showgate', 'Sound Team Don Juan', 'Pazzy Entertainment']",https://www.youtube.com/embed/RJaJFUUuBaI?enablejsapi=1&wmode=opaque&autoplay=1,https://cdn.myanimelist.net/images/anime/11/82495.jpg,"Set in the land of Yuguto, the people thought that the land they live is the size of the world, but it’s actually divided into several areas, each with a respective king. Even though there were small wars among areas, the kings had roundtable meetings to maintain peace and balance. It was until a dark group of dark monsters appeared...

(Source: MAL News)"
4064,4065,7.0,Chain Chronicle: The Light of Haecceitas Part 2,Movie,"['Action', 'Adventure', 'Fantasy']",1,['Pazzy Entertainment'],https://www.youtube.com/embed/NjT_cMTE-xI?enablejsapi=1&wmode=opaque&autoplay=1,https://cdn.myanimelist.net/images/anime/10/83105.jpg,"Set in the land of Yuguto, the people thought that the land they live is the size of the world, but it’s actually divided into several areas, each with a respective king. Even though there were small wars among areas, the kings had roundtable meetings to maintain peace and balance. It was until a dark group of dark monsters appeared...

(Source: MAL News)"
4065,4066,7.0,Concrete Revolutio: Choujin Gensou - The Last Song,TV,"['Action', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi', 'Supernatural']",11,"['Bandai Visual', 'Lantis', 'Tokyo MX', 'Animatic', 'Hakuhodo DY Media Partners', 'Anime Consortium Japan']",,https://cdn.myanimelist.net/images/anime/4/80050.jpg,"Titans from outer space, life forms from a mystical world, phantoms and goblins from ancient times, cyborgs created by scientists, relics that rose out of the ruins of ancient civilizations. In another Japan, it's not just a question of ""what if""—it's a reality. Some of the superhumans choose to keep their identities a secret, while others bask in their superhuman fame. Jiro Hitoyoshi, member of the Superhuman Bureau, keeps track of their doings.

(Source: ANN)"
4066,4067,7.0,Dance in the Vampire Bund,TV,"['Action', 'Drama', 'Romance', 'Supernatural']",12,"['Genco', 'Media Factory', 'Rakuonsha', 'AT-X', 'flying DOG']",,https://cdn.myanimelist.net/images/anime/1062/124809.jpg,"On live television, Mina Tepes, the ruler of all vampires, reveals the existence of her species to the world and states her plan to build a sanctuary in Japan for vampires, called the Vampire Bund. Using her family's wealth to pay off the nation's debt, they have agreed to let her build this safe-haven for her fellow creatures of the night. But not everyone is so easily swayed by Mina's influence, as her announcement brings about conflict with humans who believe that the queen's quest for peace is a façade.

Akira Kaburagi does not believe in vampires and gets uneasy whenever they are brought up, although he has yet to realize why. Apart from suffering a head injury a year ago, he lives on blissfully until he meets Mina. She triggers within him memories of a life he had long forgotten, and he soon begins protecting her without understanding why. But Akira's secret is far stranger than he could have ever thought possible—he discovers that he is a werewolf, sworn from birth to protect the vampire queen, even if it costs him his life. Now, as these two dance a rondo of death in the Vampire Bund, Mina and Akira find out just how deep their bond goes.

[Written by MAL Rewrite]"
4067,4068,7.0,Daybreak Interlude,Music,"['Action', 'Drama', 'Romance', 'Supernatural']",1,['add some'],,https://cdn.myanimelist.net/images/anime/1369/91721.jpg,"Official music video for TRIGGER's song DAYBREAK INTERLUDE also released on their ""REGALITY"" album. The male idol group is primarily a rival to IDOLiSH7, the latter of which is also the name of the overall game franchise being adapted."
4068,4069,7.0,Doraemon the Movie: Nobita's Little Space War,Movie,"['Action', 'Drama', 'Romance', 'Supernatural']",1,['add some'],,https://cdn.myanimelist.net/images/anime/6/72411.jpg,"Papi, the tiny president of a faraway planet, escapes to Earth to avoid being captured by the military forces that took over. Despite being welcomed by Doraemon, Nobita and their friends, the little alien notices that his enemies have also reached this world and doesn't want to get his human friends involved in this war. Doraemon, Nobita, Gian, Suneo, and Shizuka start a big adventure as they try to hide and protect Papi.

(Source: ANN)"
4069,4070,7.0,Doraemon: Doraemon Comes Back,Special,"['Comedy', 'Fantasy', 'Sci-Fi']",1,['Asatsu DK'],,https://cdn.myanimelist.net/images/anime/7/57855.jpg,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.
4070,4071,7.0,Those Who Hunt Elves,TV,"['Adventure', 'Comedy', 'Fantasy', 'Ecchi']",12,"['Sotsu', 'Showgate', 'Amuse']",,https://cdn.myanimelist.net/images/anime/13/74219.jpg,"Loudmouthed martial artist Junpei Ryuzouji, elegant actress Airi Komiyama, and cheery but artillery-obsessed student Ritsuko Inoue all find themselves transported from their homeland of Japan to an unfamiliar, magical world. When the elven priestess Celcia Marieclaire casts the spell to send them home, she is interrupted, and the spell is broken into parts that scatter throughout the world. The spell fragments imprint themselves onto the skin of various elves.

The trio travels in Ritsuko's tank, searching for elves who might carry the spell fragments so that Celcia can transfer them to her own body and make the spell whole again. As they adventure, people begin to refer to them as ""Those Who Hunt Elves,"" gaining a reputation as warriors that put a stop to evil-doers with their miraculous cannon, terrifying elves by stripping any that they find. Though they're not the smartest group, they make up for it with enthusiasm and their strong determination to get back to Japan.

[Written by MAL Rewrite]"
4071,4072,7.0,Gantz,TV,"['Action', 'Drama', 'Horror', 'Sci-Fi', 'Supernatural', 'Ecchi']",13,['Fuji TV'],,https://cdn.myanimelist.net/images/anime/13/5998.jpg,"Thought your life was bad? Sometimes, death is worse. There is no salvation, peace, nor god waiting to receive you into their care. But wait, a god? Maybe you are talking about that big black ball stuck in the room with you. Now you are thrown into a game, fighting green aliens and robot monsters for the chance to survive.

When Kei Kurono is killed, he thus finds himself caught in such a game—a test of his skills, morals, and will to survive. His life is not his own; his death is spat and trampled upon over and over again. What happens if he does not listen? God knows.

A word of warning: Gantz is not for the faint-hearted, but neither is it as simple as it looks. Gore, rape, and violence is rampant, as are portrayals of greed, violence, and all the ugliness that one sees in society today.

[Written by MAL Rewrite]"
4072,4073,7.0,Girls & Panzer: Fushou Akiyama Yukari no Sensha Kouza,Special,"['Action', 'Drama', 'Horror', 'Sci-Fi', 'Supernatural', 'Ecchi']",6,['add some'],,https://cdn.myanimelist.net/images/anime/2/49297.jpg,Girls & Panzer specials with Yukari Akiyama explaining the background of tank units that appear in the series.
4073,4074,7.0,Gleipnir,TV,"['Action', 'Mystery', 'Supernatural', 'Ecchi']",13,"['Kodansha', 'bilibili', 'Good Smile Film']",https://www.youtube.com/embed/Lt8zDDCXHlo?enablejsapi=1&wmode=opaque&autoplay=1,https://cdn.myanimelist.net/images/anime/1808/111697.jpg,"Shuuichi Kagaya is what one would consider an average high school student, but sometimes, he turns into a monster. He doesn't know how or why he got his abilities, only that he would prefer no one knows about them. One night, he finds a building ablaze with a girl trapped inside. Deciding to save her, he transforms and carries her to safety, but accidentally drops his phone.

The next day, the girl he saved—Claire Aoki—finds him and confronts him about his monster identity. She even goes so far as to push him off the school roof to prove her theory after Shuuichi denies her allegations. Desperate to save himself, he transforms, and Claire snaps a picture in order to blackmail him into telling her everything he knows about monsters, which, ironically, isn't much.

As it turns out, Claire has a secret of her own: she has been searching for her sister, who also became a monster. She enlists Shuuichi's help to track her down, but they aren't the only ones searching for answers.

[Written by MAL Rewrite]
"
4074,4075,7.0,H2O: Footprints in the Sand,TV,"['Action', 'Mystery', 'Supernatural', 'Ecchi']",12,"['NTT Docomo', 'Studio Jack']",,https://cdn.myanimelist.net/images/anime/2/5962.jpg,"Takuma Hirose is a blind young male high school student, though the cause for his blindness is undetermined. In order to heal his medical condition, he is sent to live in a village with his uncle. There, he meets several girls, three of which stand out more than any of the others. They are Hayami Kohinata, Hinata Kangura, and Otoha. Otoha temporarily heals his blindness and Hirose uses his sight to help others. He finds out that, for some reason, Hayami Kohinata is hated in the village, and he tries his best to help her out. Meanwhile, many sad secrets unfold in the village..."
4075,4076,7.0,Nyaruko: Crawling With Love!,TV,"['Comedy', 'Sci-Fi']",12,"['TV Tokyo', 'Avex Entertainment', 'Sotsu', 'KlockWorx', 'Cospa', 'SoftBank Creative', 'Studio Mausu', 'Bulls Eye']",https://www.youtube.com/embed/N0jb6Yk4iIY?enablejsapi=1&wmode=opaque&autoplay=1,https://cdn.myanimelist.net/images/anime/6/49081.jpg,"Mahiro Yasaka is just an ordinary high school student, until one day he is suddenly attacked by a dangerous monster. Just when everything seems to be lost, he is saved by a silver-haired girl named Nyaruko, who claims to be the shape-shifting deity Nyarlathotep from horror author H. P. Lovecraft's Cthulhu Mythos, sent by the Space Defense Agency to Earth. She explains to Mahiro that the creature chasing him was an alien called Nightgaunt, who had planned on abducting and selling him as a slave.

After rescuing him from the alien, the Lovecraftian deity falls madly in love with Mahiro and forces herself into his household, much to his chagrin. Moreover, they are soon joined by two others from the fictional universe: Cthuko, a girl obsessed with Nyaruko, and Hasuta, a young boy easily mistaken for a beautiful female. Together, the three eccentric aliens protect Mahiro from the various extraterrestrial dangers that threaten both his and Earth's well-being, all the while making his life a living hell.

[Written by MAL Rewrite]"
4076,4077,7.0,Haruka: Beyond the Stream of Time – A Tale of the Eight Guardians,TV,"['Fantasy', 'Supernatural']",26,['add some'],,https://cdn.myanimelist.net/images/anime/7/7227.jpg,"Akane Motomiya and her friends Tenma and Shimon are pulled by a demon into another world, where Akane becomes the Priestess of the Dragon God. The people of this world tell her that she is the only one who can stop the demons from taking over; meanwhile, the demons want to use her power for their own ends. Luckily, Akane has the Hachiyou, eight men with powers of their own who are sworn to protect the Dragon Priestess.

(Source: ANN)"
4077,4078,7.0,Spellbound! Magical Princess Lilpri,TV,"['Fantasy', 'Supernatural']",51,"['TV Tokyo', 'Shogakukan-Shueisha Productions', 'Half H.P Studio']",,https://cdn.myanimelist.net/images/anime/6/71891.jpg,"The Fairytale World is in trouble. Its princesses and their respective worlds are disappearing, causing a ripple effect in the human world where their stories are popular. In order to save the Fairytale World, the Queen sends three magic animals, Sei, Dai, and Ryoku, to the human world with magic gems to find three girls who can become the ""Super Miracle Idols,"" the princesses Snow White, Cinderella, and Kaguya-hime. Those ""princesses"" end up being three little girls: Yukimori Ringo, Takashiro Layla, and Sasahara Natsuki. But the gems transform them into older singing superstars, and after their accidental debut at the singer Wish's concert, they become known as ""Little Princesses,"" or ""LilPri."" Now they must collect Happiness Tones from humans in order to restore the Fairytale World."
4078,4079,7.0,Hitsugi no Chaika: Nerawareta Hitsugi/Yomigaeru Iseki,OVA,"['Action', 'Adventure', 'Fantasy', 'Romance']",1,['add some'],https://www.youtube.com/embed/05rvorAl33o?enablejsapi=1&wmode=opaque&autoplay=1,https://cdn.myanimelist.net/images/anime/8/72479.jpg,Unaired anime-original OVA bundled with 12th volume of the Hitsugi no Chaika novel.
4079,4080,7.0,Kamen no Maid Guy,OVA,"['Action', 'Comedy', 'Ecchi']",12,"['Geneon Universal Entertainment', 'Frontier Works', 'Rondo Robe', 'AT-X', 'KlockWorx', 'Kinyosha']",,https://cdn.myanimelist.net/images/anime/4/77694.jpg,"Fujiwara Naeka is a typical 17-year-old high school student. Or so we thought. She's really one of two surviving heirs of a tycoon who has the right to inherit his mass fortune when she turns 18 in half a year. Fubuki, a young and beautiful maid, and Kogarashi, a big burly maid guy with a mask, have been assigned to keep Naeka and her brother Kousuke safe from those who would plot their demise, and to steal the fortune she would inherit.

(Source: AniDB)"
4080,4081,7.0,Kindaichi Shounen no Jikenbo: Kuromajutsu Satsujin Jiken-hen,OVA,"['Action', 'Comedy', 'Ecchi']",2,['add some'],,https://cdn.myanimelist.net/images/anime/3/45070.jpg,Kindaichi is back with another mystery to solve.
4081,4082,7.0,"Love, Election and Chocolate",TV,"['Drama', 'Romance']",12,"['Aniplex', 'AIC', 'Lantis', 'TBS', 'Magic Capsule']",https://www.youtube.com/embed/EgvWa8Le_50?enablejsapi=1&wmode=opaque&autoplay=1,https://cdn.myanimelist.net/images/anime/4/42015.jpg,"Yuuki Oojima is a member of his high school's Food Research Club, whose main activity is eating snacks bought with funds allocated to them by the school. However, this peaceful and wasteful lifestyle is under threat as the upcoming student election draws near. Satsuki Shinonome, a major candidate and the head of the department of financial affairs, campaigns on a platform that includes disbanding meritless clubs such as the Food Research Club and redirecting their budgets to proper ones.

Understandably, the Food Research Club is in an uproar over this development, with president Chisato Sumiyoshi vowing to preserve it. But what can they even do to stop the highly competent and popular Satsuki from getting elected?

[Written by MAL Rewrite]
"
4082,4083,7.0,Kud Wafter,TV,"['Comedy', 'Romance']",1,['add some'],https://www.youtube.com/embed/FI6r5ecS2wY?enablejsapi=1&wmode=opaque&autoplay=1,https://cdn.myanimelist.net/images/anime/1575/113371.jpg,"Following an accident where Masato Inohara batted a baseball into the school's water main, the boys' dormitory is partially crippled. Until a plumber repairs the damage, the boys have to stay in the girls' dormitory. To determine which rooms they'll be assigned to, they draw tickets from a hat. Unfortunately, due to the limited capacity, some of the boys will have to go without a bed.

Once Riki Naoe draws his ticket, he gets one that forces him to stay in one of the less-than-cozy clubrooms. Seeing his hapless predicament, a nervous Kudryavka ""Kud"" Noumi musters enough courage to confront her feelings while asking Riki to sleep in her room instead. Despite the rest of the Little Busters incessantly teasing Kud and Riki about their relationship, he stays with her throughout the summer. As they share unforgettable experiences one after another, the two realize that they might want to be more than just friends.

[Written by MAL Rewrite]"
4083,4084,7.0,Kuruneko 2nd Season,TV,"['Comedy', 'Slice of Life']",50,"['Kadokawa Pictures Japan', 'Kansai Telecasting', 'Tokai Television']",,https://cdn.myanimelist.net/images/anime/13/24952.jpg,"Second season of the everyday life of the lady with many cats. Based on a blog by the cat owner.

Actress Miki Nakatani (Ringu, Densha Otoko) will take over the series' voice acting duty in second season."
4084,4085,7.0,Swimming,Special,"['Comedy', 'Slice of Life']",1,"['Lantis', 'Rakuonsha', 'Animation Do']",https://www.youtube.com/embed/BQqJR6uHeYM?enablejsapi=1&wmode=opaque&autoplay=1,https://cdn.myanimelist.net/images/anime/4/51881.jpg,Kyoto Animation commercial that aired during episode 10 of Tamako Market.
4085,4086,7.0,Lagtrain,Special,"['Comedy', 'Slice of Life']",1,['add some'],,https://cdn.myanimelist.net/images/anime/1287/122186.jpg,A music video for the song Lagtrain by inabakumori.
4086,4087,7.0,Mahou no Star Magical Emi,TV,"['Comedy', 'Slice of Life']",38,['add some'],,https://cdn.myanimelist.net/images/anime/1228/106161.jpg,"Kozuki Mai is an elementary student who wants to be a magician and perform in her family's ""Magicarat"" magical act; however, she is too young, and her magic skills are not very good. Then one day, she encounters a ball of light that was put into a stuffed doll of flying squirrel, bringing it to life and somehow giving her the power to turn in to the 18-year-old magician ""Magical Emi."" As Emi, Mai was able to join the magic act. But she must keep her identity a secret from her family and from her crush."
4087,4088,7.0,Neo Angelique Abyss: Second Age,TV,"['Adventure', 'Fantasy']",13,['add some'],,https://cdn.myanimelist.net/images/anime/8/27592.jpg,"Continuing where the first season left off, the sudden increase of Thanatos with the disappearance of the Aube Hunters has now left Arcadia in ruin. Desperation reigns high as the Religious Organization fights to battle the Thanatos. Six months had already past since Hidamari mansion burned to ashes, the Aube Hunters, once hailed as heroes, is now blamed for the appearance of Thanatos. Nevertheless, hope still exists for the reappearance of the Queen's Egg one day, who will become the savior of Arcadia. Unknown to many however, the Aube Hunters have actually been silently waiting for the awakening of Angelique, who has been asleep the entire time."
4088,4089,7.0,Against The Sky Supreme,ONA,"['Action', 'Fantasy']",260,['Tencent Penguin Pictures'],,https://cdn.myanimelist.net/images/anime/1557/117031.jpg,"The entire universe is divided into the inner universe and the outer universe. The two universes are enemies of each other. The outer universe is ruled by demons, and the inner universe is divided into The Realm of gods, the Eternal Realm, and the Mortal Realm. In the universe, there are countless mortal worlds like the Tianfa Continent, and they are collectively referred to as the Jiutian Xin Region. In the field of Jiutian Xin, nine immortal emperors commanded all star fields in nine layers. Above the nine heavens is the realm of purification of immortal gods. 

(Source: AnimeXin)"
4089,4090,7.0,Little Pollon,TV,"['Action', 'Fantasy']",46,['add some'],,https://cdn.myanimelist.net/images/anime/2/60529.jpg,"Anime about the funny lives of the Greek gods up on Mount Olympus. Polon is the naughty daughter of Apollo. With her little cherub friend Eros, she interferes in various comical ways as she tries to show that she is fit to be a goddess. Her activities often misfire, getting her in trouble with some deity or other and causing chaos for gods and humans. Feeling neglected by her godly parent, she often assists him in his woman-chasing in the hopes of getting a new mommy."
4090,4091,7.0,One Piece: Mezase! Kaizoku Yakyuu Ou,Movie,"['Comedy', 'Fantasy', 'Sports']",1,['add some'],,https://cdn.myanimelist.net/images/anime/8/70593.jpg,"Luffy and crew takes on Arlong's crew in baseball. Announced by Bon Clay and Buggy.

(Source: ANN)"
4091,4092,7.0,Project ARMS: The 2nd Chapter,TV,"['Action', 'Fantasy']",26,['add some'],,https://cdn.myanimelist.net/images/anime/3/72859.jpg,"The 2nd Chapter continues the story of Ryo Takatsuki and his companions' quest to discover the secret of the mysterious A.R.M.S. they all possess and what the future may hold for them. They now know where the answers lie but to get to them, they must fight a desperate fight of survival against a powerful military corporation that wants their secrets no matter what the cost.

(Source: AniDB)"
4092,4093,7.0,RahXephon: Pluralitas Concentio,Movie,"['Action', 'Drama', 'Romance', 'Sci-Fi']",1,"['Media Factory', 'Shochiku', 'Asatsu DK', 'Sakura Create']",,https://cdn.myanimelist.net/images/anime/1771/94881.jpg,"Ayato Kamina was separated from the girl he loved, Haruka Mishima, when an event occurred that was thought to have killed everyone outside of Tokyo. But one day three years later, invaders suddenly attacked the city. It was then that he meets an agent of TERRA, Haruka Shitow, who tells him that she will give him the truth about the world. It is the beginning of a series of strange events, which involve him activating a giant mecha, the RahXephon and finding out that many people, including his own mother, has blue blood, and that he was actually living in a self-encased dimension where time moves slower than that of the outside world.

(Source: ANN)"
4093,4094,7.0,Rocket Girls,Movie,"['Adventure', 'Sci-Fi']",12,['Happinet Pictures'],,https://cdn.myanimelist.net/images/anime/2/79894.jpg,"When Yukari Morita decided to look for her missing father who disappeared in the South Seas, she had no idea how far her journey would take her. Just traveling to the Solomon Islands is a long way for a high school girl to go on her own, but then Yukari runs into an astronaut from the Solomon Space Association, which has been trying to build a rocket powerful enough launch a man into space.

Upon meeting the petite Yukari, however, SSA director Nasuda realizes that she's small enough to go up in a less powerful rocket the SSA has already built! So he offers her a deal: if Yukari agrees to become their astronaut, the SSA will help find her missing father! Will Yukari have the right stuff to blast off in the wildest space quest ever?  

(Source: Sentai Filmworks)"
4094,4095,7.0,Saga Incident,Music,"['Adventure', 'Sci-Fi']",1,['add some'],,https://cdn.myanimelist.net/images/anime/1399/111523.jpg,"Short music video for the track ""Saga Incident"" from the Zombieland Saga Best album. 

The short version of the MV was release on October 18, 2019."
4095,4096,7.0,Sword Art Online Alternative: Gun Gale Online,TV,"['Adventure', 'Sci-Fi']",12,"['Aniplex', 'Egg Firm']",https://www.youtube.com/embed/ZoEtBn_6KOI?enablejsapi=1&wmode=opaque&autoplay=1,https://cdn.myanimelist.net/images/anime/1141/93288.jpg,"Clad in desert pink and the size of a mere child, the infamous ""Pink Devil"" mercilessly hunts down other players in the firearm-centered world of the virtual reality game Gun Gale Online. But in real life, this feared player killer is not quite who anyone would expect.

A shy university student in Tokyo, Karen Kohiruimaki stands in stark contrast to her in-game avatar—in fact, she happens to stand above everyone else too, much to her dismay. Towering above all the people around her, Karen's insecurities over her height reach the point where she turns to the virtual world for an escape. Starting game after game in hopes of manifesting as a cute, short character, she finally obtains her ideal self in the world of Gun Gale Online. Overjoyed by her new persona, she pours her time into the game as LLENN, garnering her reputation as the legendary player killer.

However, when one of LLENN's targets gets the best of her, she ends up meeting Pitohui, a skilled yet eccentric woman. Quickly becoming friends with Karen, Pitohui insists that LLENN participates in Squad Jam, a battle royale that pits teams against one another, fighting until only one remains. Thrust into the heated competition, LLENN must fight with all her wit and will if she hopes to shoot her way to the top.

[Written by MAL Rewrite]"
